City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
346,Ninghai,CN,29.2892,121.4247,50.18,89,100,3.49,overcast clouds
347,Komsomolsk-Na-Amure,RU,50.552,137.0152,25.83,78,99,5.35,overcast clouds
348,Havoysund,NO,70.9963,24.6622,35.96,64,100,28.27,light rain
349,Kungurtug,RU,50.5994,97.5228,11.59,79,99,2.19,overcast clouds
350,Heilbron,ZA,-27.2812,27.9709,57.87,64,76,10.25,broken clouds
351,Raffadali,IT,37.4036,13.5331,45.39,83,100,13.0,overcast clouds
352,Maldaeni,RO,44.1167,24.9333,29.26,60,1,5.84,clear sky
353,Matara,LK,5.9485,80.5353,83.61,73,40,13.94,scattered clouds
354,Shahr-E Kord,IR,32.3256,50.8644,33.57,51,0,4.61,clear sky
355,Byron Bay,AU,-28.65,153.6167,78.94,62,45,14.58,scattered clouds
356,Kulevcha,UA,46.0303,29.9361,27.21,60,10,10.65,clear sky
357,Pisco,PE,-13.7,-76.2167,68.05,94,0,3.44,clear sky
358,Iskateley,RU,67.6803,53.1512,29.37,83,84,27.78,broken clouds
359,Loandjili,CG,-4.7561,11.8578,77.11,100,20,2.3,few clouds
360,San Rafael,AR,-34.6177,-68.3301,64.0,43,82,13.89,broken clouds
361,Progreso,MX,21.2833,-89.6667,80.11,79,14,11.01,few clouds
362,Vaitape,PF,-16.5167,-151.75,82.65,74,23,15.79,light rain
363,Snasa,NO,64.2457,12.3778,28.98,87,100,4.68,overcast clouds
364,Luanda,AO,-8.8368,13.2343,78.8,83,40,4.61,scattered clouds
365,Emerald,AU,-23.5333,148.1667,89.74,25,2,12.66,clear sky
366,Januaria,BR,-15.4833,-44.3667,68.99,55,72,3.36,broken clouds
367,Kapoeta,SS,4.7717,33.5903,83.03,35,53,11.72,broken clouds
368,Mirnyy,RU,62.5353,113.9611,17.24,72,100,11.01,overcast clouds
369,Bhabua,IN,25.05,83.6167,98.67,14,3,8.5,clear sky
370,Haines Junction,CA,60.7522,-137.5108,30.15,55,19,2.3,few clouds
371,Meulaboh,ID,4.1363,96.1285,75.2,93,100,3.11,moderate rain
372,Misratah,LY,32.3754,15.0925,57.51,71,51,24.0,broken clouds
373,Pudem,RU,58.3044,52.1675,29.79,93,100,11.65,overcast clouds
374,Edd,ER,13.9297,41.6925,81.54,47,5,13.65,clear sky
375,Erenhot,CN,43.6475,111.9767,30.72,46,44,17.36,scattered clouds
376,San Andres,CO,12.5847,-81.7006,80.62,78,75,10.36,broken clouds
377,Saint George,US,37.1041,-113.5841,66.63,14,0,12.66,clear sky
378,Nipawin,CA,53.3668,-104.0009,23.04,100,0,4.61,clear sky
379,Babu,CN,24.4167,111.5167,81.48,68,41,7.54,scattered clouds
380,Mansfield,GB,53.1333,-1.2,40.3,93,3,5.99,clear sky
381,Conceicao Do Araguaia,BR,-8.2578,-49.2647,72.12,96,16,2.89,few clouds
382,La Union,PE,-5.4,-80.75,74.08,68,100,9.55,overcast clouds
383,Iglesias,IT,39.3114,8.535,51.53,91,100,6.62,overcast clouds
384,Beloha,MG,-25.1667,45.05,67.1,68,9,8.75,clear sky
385,Vilanova Del Cami,ES,41.5717,1.6375,49.82,90,62,3.76,broken clouds
386,Victor Harbor,AU,-35.5667,138.6167,68.0,77,94,9.73,overcast clouds
387,Bako,ET,5.7833,36.5667,69.19,51,70,2.71,broken clouds
388,Severodvinsk,RU,64.5635,39.8302,33.91,93,99,13.71,overcast clouds
389,Vanavara,RU,60.34,102.2797,22.5,90,100,13.13,overcast clouds
390,Hualmay,PE,-11.0964,-77.6139,70.12,81,100,8.12,overcast clouds
391,Roebourne,AU,-20.7833,117.1333,95.36,38,15,5.91,few clouds
392,Kamogawa,JP,35.1,140.1,51.85,54,84,8.01,broken clouds
393,Warwick,US,41.7001,-71.4162,54.48,92,100,6.91,mist
394,Turukhansk,RU,65.8167,87.9833,27.82,97,100,15.59,snow
395,Ler,SS,8.3018,30.1418,79.92,24,76,5.21,broken clouds
396,Carauari,BR,-4.8828,-66.8958,71.53,99,100,1.99,overcast clouds
397,Port Macquarie,AU,-31.4333,152.9167,77.9,58,30,14.94,scattered clouds
398,Henties Bay,NA,-22.116,14.2845,65.97,84,0,5.64,clear sky
399,Margate,GB,51.3813,1.3862,44.69,69,0,5.01,clear sky
400,Coquimbo,CL,-29.9533,-71.3436,60.53,94,100,3.44,overcast clouds
401,Mizdah,LY,31.4451,12.9801,50.67,78,29,21.09,scattered clouds
402,La Ronge,CA,55.1001,-105.2842,28.62,80,0,3.44,clear sky
403,Xining,CN,36.6167,101.7667,42.96,43,93,3.71,overcast clouds
404,Tuy Hoa,VN,13.0833,109.3,80.71,81,100,2.35,overcast clouds
405,Nanchang,CN,28.6833,115.8833,55.83,80,92,9.37,overcast clouds
406,Tashara,RU,55.5195,83.5094,14.76,91,100,14.23,overcast clouds
407,Swan Hill,AU,-35.3378,143.5544,89.78,25,97,8.21,overcast clouds
408,Minuri,PH,16.535,121.8574,87.55,65,83,3.13,broken clouds
409,Springbok,ZA,-29.6643,17.8865,65.97,74,1,12.39,clear sky
410,Caluquembe,AO,-13.7833,14.6833,59.05,83,100,1.95,overcast clouds
411,Bonavista,CA,48.6499,-53.1147,25.92,73,53,14.32,broken clouds
412,Lake City,US,30.1897,-82.6393,67.62,94,75,3.44,broken clouds
413,Namibe,AO,-15.1961,12.1522,73.87,73,80,8.19,broken clouds
414,La Paz,BO,-16.5,-68.15,48.18,93,75,9.22,fog
415,Axim,GH,4.8699,-2.2405,78.75,89,97,5.75,light rain
416,Komsomolskiy,UZ,40.4272,71.7189,38.12,75,100,2.3,overcast clouds
417,Chernyshevskiy,RU,63.0128,112.4714,18.77,90,100,12.44,light snow
418,Shu,KZ,43.5983,73.7614,36.77,65,100,1.61,overcast clouds
419,Necochea,AR,-38.5473,-58.7368,49.6,67,54,9.33,broken clouds
420,Lusambo,CD,-4.9667,23.45,68.16,98,100,1.48,light rain
421,Eyl,SO,7.9803,49.8164,75.43,76,8,8.84,clear sky
422,Burnie,AU,-41.0667,145.9167,68.0,67,97,4.9,overcast clouds
423,San Pedro De Uraba,CO,8.2752,-76.3764,74.95,94,100,4.5,overcast clouds
424,Sangar,RU,63.9242,127.4739,9.25,87,100,12.73,overcast clouds
425,Cayenne,GF,4.9333,-52.3333,77.09,1,100,1.01,light rain
426,Baoro,CF,5.6667,15.9667,72.59,42,97,1.99,overcast clouds
427,Atar,MR,20.5169,-13.0499,67.68,28,3,7.02,clear sky
428,Troyes,FR,48.3333,4.0833,33.85,75,0,2.3,clear sky
429,Sovetskiy,RU,61.3614,63.5842,25.95,89,79,8.08,broken clouds
430,Buritizeiro,BR,-17.3511,-44.9622,69.22,63,58,1.45,broken clouds
431,Krasnoselkup,RU,65.7,82.4667,27.5,96,100,12.91,light snow
432,Jumla,NP,29.2747,82.1838,65.5,23,43,4.94,scattered clouds
433,Loreto,MX,22.2667,-101.9667,55.51,62,47,9.73,scattered clouds
434,Altay,CN,47.8667,88.1167,20.16,67,10,2.48,clear sky
435,Kochki,RU,54.3358,80.4806,8.82,93,89,11.77,overcast clouds
436,Taoudenni,ML,22.6783,-3.9836,70.41,21,1,12.73,clear sky
437,Inhambane,MZ,-23.865,35.3833,74.03,60,99,8.57,overcast clouds
438,Viedma,AR,-40.8135,-62.9967,51.64,65,98,13.18,overcast clouds
439,Hambantota,LK,6.1241,81.1185,84.54,84,20,8.05,few clouds
440,Atambua,ID,-9.1061,124.8925,84.4,63,69,3.53,broken clouds
441,Sudova Vyshnya,UA,49.7889,23.3722,29.57,55,0,5.44,clear sky
442,Cantaura,VE,9.3057,-64.3584,75.81,72,99,12.8,overcast clouds
443,Buchanan,LR,5.8808,-10.0467,78.04,86,100,2.59,light rain
444,Malandag,PH,6.3094,125.2428,89.92,54,47,11.01,scattered clouds
445,Kedrovyy,RU,56.1667,91.8167,21.87,84,100,13.24,overcast clouds
446,Narasannapeta,IN,18.4167,84.05,85.55,54,25,7.05,scattered clouds
447,Beyneu,KZ,45.3167,55.2,25.79,48,1,9.89,clear sky
448,Altamira,BR,-3.2033,-52.2064,71.08,99,82,2.28,broken clouds
449,Luderitz,NA,-26.6481,15.1594,74.79,63,0,6.64,clear sky
450,Ouidah,BJ,6.3631,2.0851,84.06,82,89,12.5,overcast clouds
451,Maniitsoq,GL,65.4167,-52.9,-11.85,91,95,6.13,overcast clouds
452,Sumbe,AO,-11.2061,13.8437,77.74,80,95,3.98,overcast clouds
453,Sao Joao Da Barra,BR,-21.6403,-41.0511,77.25,85,50,12.26,scattered clouds
454,Wexford,IE,52.3342,-6.4575,47.21,74,100,17.96,overcast clouds
455,Aran,AZ,40.6253,46.9756,36.95,87,100,5.75,overcast clouds
456,Dunedin,NZ,-45.8742,170.5036,60.94,71,52,11.83,broken clouds
457,Kaka,TM,37.3482,59.6143,42.3,44,0,12.93,clear sky
458,Tiznit,MA,29.5833,-9.5,53.15,91,59,2.73,broken clouds
459,Shahr-E Babak,IR,30.1165,55.1186,54.73,22,0,1.77,clear sky
460,Naryan-Mar,RU,67.6713,53.087,29.5,83,84,27.83,broken clouds
461,Cedar City,US,37.6775,-113.0619,50.97,24,20,9.22,few clouds
462,Fayaoue,NC,-20.65,166.5333,79.34,88,100,24.49,overcast clouds
463,Shimoda,JP,34.6667,138.95,55.76,67,55,2.35,broken clouds
464,Pekan,MY,3.4836,103.3996,87.91,65,86,4.25,overcast clouds
465,Moose Factory,CA,51.2585,-80.6094,24.8,80,100,3.44,overcast clouds
466,Chor,PK,25.5167,69.7667,86.05,27,0,16.26,clear sky
467,Praia Da Vitoria,PT,38.7333,-27.0667,56.75,94,40,15.75,scattered clouds
468,Rosario Oeste,BR,-14.8361,-56.4275,72.07,98,61,2.42,broken clouds
469,Bodden Town,KY,19.2833,-81.25,80.6,79,20,5.75,few clouds
470,Sudak,UA,44.85,34.9667,30.58,69,31,17.36,scattered clouds
471,Kyzyl-Suu,KG,42.3414,78.0056,31.66,88,100,7.78,overcast clouds
472,Jacksonville Beach,US,30.2947,-81.3931,72.07,87,100,20.71,thunderstorm
473,Schwyz,CH,47.0279,8.6561,35.98,77,1,9.66,clear sky
474,Waingapu,ID,-9.6567,120.2641,81.23,81,94,1.5,overcast clouds
475,Montepuez,MZ,-13.1256,38.9997,69.82,98,100,2.91,overcast clouds
476,Ambilobe,MG,-13.2,49.05,76.55,94,100,0.18,overcast clouds
477,Newberry,US,34.2746,-81.6187,59.22,68,55,11.74,broken clouds
478,Te Anau,NZ,-45.4167,167.7167,68.02,49,62,1.9,broken clouds
479,Padre Bernardo,BR,-15.35,-48.5,70.79,66,76,0.83,broken clouds
480,Bilma,NE,18.6853,12.9164,72.84,5,2,6.69,clear sky
481,Goias,BR,-15.5807,-49.6362,72.88,76,99,2.44,overcast clouds
482,Sao Sebastiao,BR,-23.76,-45.4097,75.69,94,100,3.74,heavy intensity rain
483,Narrabri,AU,-30.3167,149.7833,86.52,21,0,9.22,clear sky
484,Aguimes,ES,27.9054,-15.4461,59.63,59,75,14.97,broken clouds
485,Edson,CA,53.5835,-116.4356,39.31,56,40,4.61,scattered clouds
486,Curup,ID,-3.4667,102.5333,83.61,52,96,4.79,overcast clouds
487,Filotion,GR,37.05,25.5,40.55,53,65,18.99,broken clouds
488,Batemans Bay,AU,-35.7167,150.1833,75.09,62,2,5.82,clear sky
489,Kununurra,AU,-15.7667,128.7333,94.98,52,97,3.44,overcast clouds
490,Nhulunbuy,AU,-12.2333,136.7667,90.21,70,40,12.66,scattered clouds
491,Krasnyy Yar,RU,46.5331,48.3456,19.33,62,19,7.27,few clouds
492,Vinkovci,HR,45.2883,18.8047,32.25,63,0,9.22,clear sky
493,Riyadh,SA,24.6877,46.7219,60.94,15,0,7.87,clear sky
494,Banjar,ID,-8.19,114.9675,86.14,72,95,3.87,overcast clouds
495,Broken Hill,AU,-31.95,141.4333,89.31,25,16,5.75,few clouds
496,Ballina,AU,-28.8667,153.5667,79.02,64,34,14.97,scattered clouds
497,Santa Fe,AR,-31.6333,-60.7,55.9,80,54,5.84,light rain
498,Shima,CN,24.4478,117.8111,73.42,59,62,7.05,broken clouds
499,Terrace Bay,CA,48.7834,-87.1,25.45,97,82,4.47,broken clouds
500,Jiquinlaca,HN,14.0,-88.35,73.44,70,76,4.94,broken clouds
501,Flin Flon,CA,54.7682,-101.865,27.82,98,93,3.76,overcast clouds
502,Yurkivka,UA,49.0126,31.1013,27.61,65,13,6.4,few clouds
503,Tobol,KZ,52.6844,62.5794,5.16,96,15,9.22,few clouds
504,Vao,NC,-22.6667,167.4833,77.4,75,100,9.06,overcast clouds
505,Merauke,ID,-8.4667,140.3333,87.53,66,96,5.23,overcast clouds
506,Alegrete,BR,-29.7831,-55.7919,54.99,67,0,11.74,clear sky
507,Amahai,ID,-3.3333,128.9167,83.79,72,99,0.6,overcast clouds
508,Yamada,JP,39.4667,141.95,43.25,75,54,7.34,broken clouds
509,Ixtapa,MX,20.7,-105.2,70.23,87,99,2.55,overcast clouds
510,Puri,IN,19.8,85.85,84.72,62,17,12.21,few clouds
511,Norrtalje,SE,59.758,18.705,34.02,76,37,5.44,scattered clouds
512,Zhangjiakou,CN,40.81,114.8794,32.81,64,4,7.45,clear sky
513,Abalak,RU,58.1286,68.5944,27.52,96,100,10.45,light snow
514,Dudinka,RU,69.4058,86.1778,18.63,94,100,14.65,light snow
515,Chumikan,RU,54.7183,135.315,19.6,75,81,15.12,broken clouds
516,Zhoucheng,CN,35.9122,116.3117,47.64,36,100,5.26,overcast clouds
517,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,36.19,75,75,8.95,light rain
518,Lebane,RS,42.9239,21.7375,25.39,61,0,1.66,clear sky
519,Porosozero,RU,62.7191,32.727,31.77,92,6,9.84,clear sky
520,Port Moresby,PG,-9.4431,147.1797,89.02,66,40,13.8,haze
521,Oyama,JP,36.3,139.8,58.59,27,4,3.8,clear sky
522,Lazaro Cardenas,MX,17.9583,-102.2,72.27,71,64,3.36,broken clouds
523,Pandamatenga,BW,-18.5278,25.627,61.74,97,35,5.82,scattered clouds
524,Kavaratti,IN,10.5669,72.642,82.99,66,83,11.5,broken clouds
525,Ilo,PE,-17.6394,-71.3375,69.66,85,66,7.92,broken clouds
526,Pangody,RU,65.85,74.4859,17.87,94,26,11.25,scattered clouds
527,Saint-Pierre,RE,-21.3393,55.4781,77.18,95,100,9.22,light intensity drizzle rain
528,Cuiluan,CN,47.72,128.648,28.27,51,99,1.9,overcast clouds
529,Mareeba,AU,-17.0,145.4333,83.12,65,92,5.26,overcast clouds
530,Darhan,MN,49.4867,105.9228,19.45,68,99,2.24,overcast clouds
531,Deputatskiy,RU,69.3,139.9,4.21,85,80,2.3,broken clouds
532,Marzuq,YE,14.4,46.4667,68.14,48,6,2.53,clear sky
533,Bosaso,SO,11.2842,49.1816,77.92,58,13,5.95,few clouds
534,Tommot,RU,58.9564,126.2925,16.72,64,59,4.34,broken clouds
535,Zaragoza,ES,41.6561,-0.8773,53.02,80,20,4.61,few clouds
536,Puerto Carreno,CO,6.189,-67.4859,79.63,70,97,5.61,overcast clouds
537,Wajir,KE,1.7471,40.0573,76.33,62,10,12.24,clear sky
538,Poronaysk,RU,49.2167,143.1167,30.36,76,100,18.43,overcast clouds
539,Bairiki,KI,1.3292,172.9752,86.0,70,75,13.8,broken clouds
540,Magrath,CA,49.4167,-112.8686,44.31,53,65,10.36,broken clouds
541,Ewa Beach,US,21.3156,-158.0072,82.35,58,0,14.97,clear sky
542,Cuamba,MZ,-14.8031,36.5372,68.18,89,100,6.13,overcast clouds
543,Portsmouth,GB,50.799,-1.0913,44.01,73,0,5.99,clear sky
544,Rojhan,PK,28.6868,69.9534,88.41,25,0,13.78,clear sky
545,Verkhnyaya Inta,RU,65.9811,60.3094,29.26,96,100,21.99,snow
546,Safford,US,32.834,-109.7076,61.72,11,0,6.91,clear sky
547,Mackay,AU,-21.15,149.2,87.67,65,83,18.41,broken clouds
548,Rocha,UY,-34.4833,-54.3333,56.25,68,53,3.67,broken clouds
549,Hukuntsi,BW,-24.0,21.75,63.61,91,99,6.02,overcast clouds
550,La Rioja,ES,42.25,-2.5,40.78,89,21,5.84,few clouds
551,Kapuskasing,CA,49.4169,-82.4331,32.09,69,100,5.75,overcast clouds
552,Khani,GE,41.9563,42.9566,26.17,98,100,1.9,light snow
553,Ulladulla,AU,-35.35,150.4667,82.76,64,1,6.49,clear sky
554,Lakes Entrance,AU,-37.8811,147.981,69.69,65,75,9.06,broken clouds
555,Gamba,GA,-2.65,10.0,77.49,87,78,5.59,broken clouds
556,Petrov Val,RU,50.1434,45.2096,11.34,97,54,7.23,broken clouds
557,Ola,RU,59.5833,151.2833,32.14,72,86,15.08,overcast clouds
558,Siguiri,GN,11.6667,-9.5,80.64,44,83,2.48,broken clouds
559,Male,MV,4.1748,73.5089,84.15,79,75,10.36,broken clouds
560,Lodingen,NO,68.414,15.9951,44.74,94,99,24.79,overcast clouds
561,Liwale,TZ,-9.7667,37.9333,69.64,98,100,3.13,overcast clouds
562,Mossendjo,CG,-2.9506,12.7261,68.58,100,30,1.12,moderate rain
563,Alice Springs,AU,-23.7,133.8833,92.75,15,0,18.41,clear sky
564,Kavieng,PG,-2.5744,150.7967,85.86,67,48,10.8,scattered clouds
565,Boma,GH,7.0805,-2.1697,72.34,92,98,2.82,overcast clouds
566,Mayo,US,38.8876,-76.5119,68.11,77,40,6.91,scattered clouds
567,Lukulu,ZM,-14.3707,23.242,63.21,98,40,4.47,scattered clouds
568,Quatre Cocos,MU,-20.2078,57.7625,83.08,80,37,1.86,scattered clouds
569,Kloulklubed,PW,7.0419,134.2556,84.7,78,81,15.75,broken clouds
570,Moerai,PF,-22.4333,-151.3333,81.0,71,20,6.2,few clouds
571,Tazmalt,DZ,36.3868,4.3989,49.57,91,69,1.79,broken clouds
572,Impruneta,IT,43.687,11.2548,44.1,84,0,3.44,clear sky
573,Tessalit,ML,20.1986,1.0114,69.96,15,0,11.21,clear sky
574,Tucumcari,US,35.1717,-103.725,51.64,30,0,6.91,clear sky
575,Dolinsk,RU,47.35,142.8,31.3,78,100,10.0,overcast clouds
576,Cabra,ES,37.4725,-4.4421,49.19,87,81,3.94,broken clouds
577,Sitrah,BH,26.1547,50.6206,64.4,51,0,6.91,clear sky
578,Chicama,PE,-7.8447,-79.1469,63.14,74,100,5.37,overcast clouds
579,Vestmannaeyjar,IS,63.4427,-20.2734,40.96,95,100,21.18,light rain
580,Juntas,CR,10.2809,-84.9595,74.84,77,99,6.64,overcast clouds
581,Barcelona,ES,41.3888,2.159,55.54,77,20,5.75,few clouds
582,Santa Rosa,PH,14.3122,121.1114,93.18,62,96,11.86,overcast clouds
583,Matadi,CD,-5.8167,13.45,73.67,91,74,1.54,broken clouds
584,Ochakiv,UA,46.6128,31.5498,28.08,65,33,15.84,scattered clouds
585,Duki,PK,30.1541,68.5728,73.51,16,0,5.91,clear sky
586,Daru,PG,-9.0763,143.2092,86.95,65,100,6.78,overcast clouds
587,San Onofre,CO,9.7359,-75.5263,78.78,78,100,4.5,overcast clouds
588,Camacha,PT,33.0833,-16.3333,54.82,72,20,19.57,few clouds
589,Grindavik,IS,63.8424,-22.4338,36.07,87,100,16.11,overcast clouds
590,Port Augusta,AU,-32.5,137.7667,92.25,31,100,3.09,overcast clouds
591,Hay River,CA,60.8156,-115.7999,19.38,86,75,8.05,broken clouds
592,Koppal,IN,15.35,76.15,82.11,56,70,15.21,broken clouds
593,Mto Wa Mbu,TZ,-3.35,35.85,68.74,83,100,0.36,overcast clouds
594,Baijiantan,CN,45.6333,85.1833,34.65,58,97,8.93,overcast clouds
595,Calama,CL,-22.4667,-68.9333,52.29,35,0,8.05,clear sky
596,Trincomalee,LK,8.5711,81.2335,84.51,70,10,14.83,clear sky
597,Polewali,ID,-3.4324,119.3435,82.29,75,100,1.88,overcast clouds
598,Jalu,LY,29.0331,21.5482,51.53,54,57,16.2,broken clouds
599,Kropotkin,RU,45.4375,40.5756,25.99,64,4,15.7,clear sky
600,Belmonte,BR,-15.8631,-38.8828,75.42,84,2,2.04,clear sky
601,Otjimbingwe,NA,-22.35,16.1333,69.44,79,8,8.66,clear sky
602,Chapais,CA,49.7834,-74.8492,29.98,90,100,9.86,overcast clouds
603,Shadrinsk,RU,56.0852,63.6335,30.78,88,100,11.48,overcast clouds
604,Escarcega,MX,18.6089,-90.7454,72.66,96,81,2.8,broken clouds
605,Saint-Francois,FR,46.4154,3.9054,44.04,87,97,3.44,overcast clouds
606,Biltine,TD,14.5333,20.9167,70.14,9,6,9.66,clear sky
607,Mikuni,JP,36.2171,136.1519,46.31,60,81,9.28,broken clouds
608,Norton,ZW,-17.8833,30.7,55.42,86,70,4.56,broken clouds
609,Sovkhoznyy,RU,45.2946,38.1138,26.78,60,20,19.55,few clouds
610,Nokaneng,BW,-19.6667,22.2667,69.28,74,98,5.39,overcast clouds
611,Urengoy,RU,65.9667,78.3667,23.36,93,77,10.8,broken clouds
612,Okato,NZ,-39.2,173.8833,70.92,62,100,16.71,light rain
613,Connersville,US,39.6412,-85.1411,41.7,92,100,8.99,light rain
614,Palmer,US,42.1584,-72.3287,54.25,87,100,4.61,overcast clouds
615,Shakhovskaya,RU,56.0283,35.5097,26.4,96,28,6.91,scattered clouds
616,Lugovoy,KZ,42.9472,72.7644,35.51,82,100,5.75,overcast clouds
617,Pouembout,NC,-21.1333,164.9,78.73,83,100,5.17,overcast clouds
618,Chai Badan,TH,15.2,101.1333,95.4,40,31,1.77,scattered clouds
619,Caxito,AO,-8.5785,13.6643,71.64,96,76,1.79,light rain
620,Rio Grande,BR,-32.035,-52.0986,56.95,62,66,16.13,broken clouds
621,Adrar,MR,20.5022,-10.0711,66.45,24,38,8.46,scattered clouds
622,Moron,AR,-34.6534,-58.6198,62.35,74,83,1.41,broken clouds
623,Nisia Floresta,BR,-6.0911,-35.2086,77.38,85,96,4.76,light rain
624,Mangai,CD,-4.05,19.5333,68.5,99,56,1.3,moderate rain
625,Bom Jesus,BR,-9.0744,-44.3586,75.16,69,57,0.36,broken clouds
626,Makakilo City,US,21.3469,-158.0858,80.92,59,0,14.97,clear sky
627,Aden,YE,12.7794,45.0367,77.59,71,0,8.48,clear sky
628,Praia,CV,14.9215,-23.5087,68.54,68,40,17.27,scattered clouds
629,Suluq,LY,31.6682,20.2521,47.48,68,54,27.56,broken clouds
630,Manzhouli,CN,49.6,117.4333,17.64,70,34,12.88,scattered clouds
631,Mount Isa,AU,-20.7333,139.5,100.17,16,40,6.91,scattered clouds
632,Saint Peter,BB,13.25,-59.6167,75.76,73,5,20.58,clear sky
633,Chateauroux,FR,46.8167,1.7,39.2,93,54,1.14,broken clouds
634,Colares,PT,38.7992,-9.4469,59.76,67,100,7.0,overcast clouds
635,Praya,CV,14.9215,-23.5087,68.54,68,40,17.27,scattered clouds
636,Dukat,RU,62.55,155.55,15.53,87,82,3.8,broken clouds
637,Vila Real,PT,41.3006,-7.7441,53.13,64,100,3.65,overcast clouds
638,Asahikawa,JP,43.7678,142.3703,33.01,59,75,10.36,light snow
639,Senanga,ZM,-16.1167,23.2667,64.06,98,55,4.41,broken clouds
640,Bauru,BR,-22.3147,-49.0606,70.83,91,95,4.0,overcast clouds
641,Rivers,CA,50.0308,-100.2403,32.95,95,75,6.02,broken clouds
642,Yumen,CN,40.2833,97.2,39.51,31,100,20.96,overcast clouds
643,Slave Lake,CA,55.2834,-114.769,40.98,48,0,4.61,clear sky
644,Saint-Chamond,FR,45.4737,4.5254,44.22,70,0,3.44,clear sky
645,Mugur-Aksy,RU,50.35,90.5,10.44,69,19,0.96,few clouds
646,Hovd,MN,48.0056,91.6419,22.95,48,97,3.0,overcast clouds
647,Mayskiy,RU,47.6931,40.1025,22.41,69,64,11.14,broken clouds
648,Am Timan,TD,11.0297,20.2827,75.06,13,21,5.32,few clouds
649,Half Moon Bay,US,37.4636,-122.4286,54.34,88,100,17.27,mist
650,Oranjemund,NA,-28.55,16.4333,72.05,67,0,1.23,clear sky
651,Aswan,EG,24.0934,32.907,58.3,28,0,8.05,clear sky
652,Novikovo,RU,51.1537,37.8879,11.53,100,100,5.06,overcast clouds
653,Beisfjord,NO,68.3751,17.5988,44.65,96,92,7.9,overcast clouds
654,Quelimane,MZ,-17.8786,36.8883,73.35,94,75,5.99,broken clouds
655,Halol,IN,22.5,73.4667,81.64,26,4,6.11,clear sky
656,Lisakovsk,KZ,52.5369,62.4936,5.18,96,10,9.28,clear sky
657,Sept-Iles,CA,50.2001,-66.3821,26.06,65,100,12.66,overcast clouds
658,Palmas,BR,-10.2128,-48.3603,78.67,89,75,2.3,moderate rain
659,Mackenzie,CA,55.2999,-123.1698,30.42,100,75,2.3,broken clouds
660,Ponta Delgada,PT,37.7333,-25.6667,56.12,58,75,4.61,broken clouds
661,Borger,NL,52.9233,6.7931,38.03,81,0,15.64,clear sky
662,Eureka,US,40.8021,-124.1637,48.74,77,10,10.0,clear sky
663,Kamenka,RU,51.3223,42.7678,14.77,96,17,6.44,few clouds
664,Tahta,EG,26.7693,31.5021,55.69,53,95,8.7,overcast clouds
665,Asau,RO,46.4333,26.4,14.92,67,1,4.68,clear sky
666,Rondonopolis,BR,-16.4708,-54.6356,72.93,92,23,1.48,few clouds
667,Samokov,BG,42.3333,23.55,16.45,84,11,3.56,few clouds
668,La Peca,PE,-5.6111,-78.435,65.91,96,100,0.98,overcast clouds
669,Notodden,NO,59.5594,9.2585,35.96,92,14,2.39,few clouds
670,Namalenga,TZ,-10.95,39.1,71.46,98,100,1.52,overcast clouds
671,Hirara,JP,24.8,125.2833,75.06,68,20,13.8,few clouds
672,Durban,ZA,-29.8579,31.0292,70.02,86,99,1.99,overcast clouds
673,Abu Kamal,SY,34.4506,40.9171,39.76,40,55,12.73,broken clouds
674,Alofi,NU,-19.0595,-169.9187,85.89,62,91,8.05,overcast clouds
675,Yulara,AU,-25.2406,130.9889,96.64,16,0,14.97,clear sky
676,Konakovo,RU,56.7,36.7667,25.79,97,55,6.49,broken clouds
677,Digha,IN,21.6833,87.55,84.52,52,68,11.36,broken clouds
678,Watrous,CA,51.6668,-105.4679,28.18,93,100,3.44,overcast clouds
679,Chaykovskaya,RU,58.1279,55.5378,24.69,93,100,8.14,overcast clouds
680,Mehamn,NO,71.0357,27.8492,34.38,68,100,29.77,overcast clouds
681,Khor,RU,47.8861,134.9464,21.24,89,100,6.93,overcast clouds
682,Kalush,UA,49.0119,24.3731,27.03,58,0,2.17,clear sky
683,Kholodnyy,RU,62.7167,147.95,8.28,81,98,2.59,overcast clouds
684,Glace Bay,CA,46.1969,-59.957,30.27,78,100,6.91,overcast clouds
685,San Vicente,AR,-26.6167,-54.1333,57.76,93,13,4.59,few clouds
686,Aguai,BR,-22.0594,-46.9786,67.37,96,99,3.69,overcast clouds
687,Butwal,NP,27.7006,83.4484,91.13,18,4,4.47,clear sky
688,Vagay,RU,57.9375,69.0217,26.85,95,100,9.98,overcast clouds
689,Alma,CA,48.5501,-71.6491,32.11,93,100,19.57,snow
690,Filiates,GR,39.6011,20.3119,42.66,62,29,7.65,scattered clouds
691,Terney,RU,45.0503,136.6092,35.76,52,30,3.67,scattered clouds
692,Saint-Joseph,RE,-21.3667,55.6167,76.1,90,90,12.15,light rain
693,Jonava,LT,55.0833,24.2833,24.85,86,1,0.0,mist
694,Elizabeth City,US,36.2946,-76.2511,71.62,81,0,12.66,clear sky
695,Balezino,RU,57.9796,53.0106,29.84,94,100,11.1,light snow
696,Wuwei,CN,37.9281,102.6414,44.51,28,100,5.39,overcast clouds
697,Barra Patuca,HN,15.8,-84.2833,78.76,79,100,10.54,overcast clouds
